"p, q, n, Phi, e, k, d",Totient,Binary Totient,# Hot Bits,Transparency Percentage
"[59, 523, 30857, 30276, 17, 1, 1781]",30276,0b111011001000100,7,0.02
"[59, 523, 30857, 30276, 257, 36, 4241]",30276,0b111011001000100,7,0.02
"[59, 523, 30857, 30276, 65537, 51391, 23741]",30276,0b111011001000100,7,0.02
"[61, 397, 24217, 23760, 3, 1, 31680]",23760,0b101110011010000,7,0.02
"[61, 401, 24461, 24000, 3, 1, 32000]",24000,0b101110111000000,7,0.02
"[61, 439, 26779, 26280, 3, 1, 35040]",26280,0b110011010101000,7,0.02
"[61, 457, 27877, 27360, 3, 1, 36480]",27360,0b110101011100000,7,0.02
"[61, 509, 31049, 30480, 3, 1, 40640]",30480,0b111011100010000,7,0.02
"[67, 359, 24053, 23628, 3, 1, 31504]",23628,0b101110001001100,7,0.02
"[67, 359, 24053, 23628, 5, 3, 14177]",23628,0b101110001001100,7,0.02
"[67, 359, 24053, 23628, 17, 9, 12509]",23628,0b101110001001100,7,0.02
"[67, 359, 24053, 23628, 257, 241, 22157]",23628,0b101110001001100,7,0.02
"[67, 359, 24053, 23628, 65537, 22148, 7985]",23628,0b101110001001100,7,0.02
"[67, 379, 25393, 24948, 3, 1, 33264]",24948,0b110000101110100,7,0.02
"[67, 379, 25393, 24948, 5, 3, 14969]",24948,0b110000101110100,7,0.02
"[67, 379, 25393, 24948, 17, 15, 22013]",24948,0b110000101110100,7,0.02
"[67, 379, 25393, 24948, 257, 27, 2621]",24948,0b110000101110100,7,0.02
"[67, 379, 25393, 24948, 65537, 52531, 19997]",24948,0b110000101110100,7,0.02
"[67, 457, 30619, 30096, 3, 1, 40128]",30096,0b111010110010000,7,0.02
"[67, 509, 34103, 33528, 3, 1, 44704]",33528,0b1000001011111000,7,0.02
"[67, 541, 36247, 35640, 3, 1, 47520]",35640,0b1000101100111000,7,0.02
"[71, 359, 25489, 25060, 3, 2, 16707]",25060,0b110000111100100,7,0.02
"[71, 359, 25489, 25060, 5, 1, 30072]",25060,0b110000111100100,7,0.02
"[71, 359, 25489, 25060, 17, 8, 11793]",25060,0b110000111100100,7,0.02
"[71, 359, 25489, 25060, 257, 51, 4973]",25060,0b110000111100100,7,0.02
"[71, 359, 25489, 25060, 65537, 7775, 2973]",25060,0b110000111100100,7,0.02
"[71, 383, 27193, 26740, 3, 2, 17827]",26740,0b110100001110100,7,0.02
"[71, 383, 27193, 26740, 5, 1, 32088]",26740,0b110100001110100,7,0.02
"[71, 383, 27193, 26740, 17, 1, 1573]",26740,0b110100001110100,7,0.02
"[71, 383, 27193, 26740, 257, 107, 11133]",26740,0b110100001110100,7,0.02
"[71, 383, 27193, 26740, 65537, 63216, 25793]",26740,0b110100001110100,7,0.02
"[71, 401, 28471, 28000, 3, 2, 18667]",28000,0b110110101100000,7,0.02
"[71, 419, 29749, 29260, 3, 2, 19507]",29260,0b111001001001100,7,0.02
"[71, 419, 29749, 29260, 5, 1, 35112]",29260,0b111001001001100,7,0.02
"[71, 419, 29749, 29260, 17, 11, 18933]",29260,0b111001001001100,7,0.02
"[71, 419, 29749, 29260, 257, 115, 13093]",29260,0b111001001001100,7,0.02
"[71, 419, 29749, 29260, 65537, 42720, 19073]",29260,0b111001001001100,7,0.02
"[71, 509, 36139, 35560, 3, 2, 23707]",35560,0b1000101011101000,7,0.02
"[71, 541, 38411, 37800, 3, 1, 50400]",37800,0b1001001110101000,7,0.02
"[73, 331, 24163, 23760, 3, 1, 31680]",23760,0b101110011010000,7,0.02
"[73, 419, 30587, 30096, 3, 1, 40128]",30096,0b111010110010000,7,0.02
"[73, 443, 32339, 31824, 3, 1, 42432]",31824,0b111110001010000,7,0.02
"[73, 509, 37157, 36576, 3, 1, 48768]",36576,0b1000111011100000,7,0.02
"[79, 313, 24727, 24336, 3, 1, 32448]",24336,0b101111100010000,7,0.02
"[79, 359, 28361, 27924, 3, 1, 37232]",27924,0b110110100010100,7,0.02
"[79, 359, 28361, 27924, 5, 1, 5585]",27924,0b110110100010100,7,0.02
"[79, 359, 28361, 27924, 17, 5, 8213]",27924,0b110110100010100,7,0.02
"[79, 359, 28361, 27924, 257, 26, 2825]",27924,0b110110100010100,7,0.02
"[79, 359, 28361, 27924, 65537, 8658, 3689]",27924,0b110110100010100,7,0.02
"[79, 373, 29467, 29016, 3, 1, 38688]",29016,0b111000101011000,7,0.02
"[79, 383, 30257, 29796, 3, 1, 39728]",29796,0b111010001100100,7,0.02
"[79, 383, 30257, 29796, 5, 4, 23837]",29796,0b111010001100100,7,0.02
"[79, 383, 30257, 29796, 17, 7, 12269]",29796,0b111010001100100,7,0.02
"[79, 383, 30257, 29796, 257, 241, 27941]",29796,0b111010001100100,7,0.02
"[79, 383, 30257, 29796, 65537, 51691, 23501]",29796,0b111010001100100,7,0.02
"[79, 397, 31363, 30888, 3, 1, 41184]",30888,0b111100010101000,7,0.02
"[79, 409, 32311, 31824, 3, 1, 42432]",31824,0b111110001010000,7,0.02
"[79, 439, 34681, 34164, 3, 1, 45552]",34164,0b1000010101110100,7,0.02
"[79, 439, 34681, 34164, 5, 1, 6833]",34164,0b1000010101110100,7,0.02
"[79, 439, 34681, 34164, 17, 3, 6029]",34164,0b1000010101110100,7,0.02
"[79, 439, 34681, 34164, 257, 121, 16085]",34164,0b1000010101110100,7,0.02
"[79, 439, 34681, 34164, 65537, 13361, 6965]",34164,0b1000010101110100,7,0.02
"[79, 443, 34997, 34476, 3, 1, 45968]",34476,0b1000011010101100,7,0.02
"[79, 443, 34997, 34476, 5, 4, 27581]",34476,0b1000011010101100,7,0.02
"[79, 443, 34997, 34476, 17, 1, 36504]",34476,0b1000011010101100,7,0.02
"[79, 443, 34997, 34476, 257, 142, 19049]",34476,0b1000011010101100,7,0.02
"[79, 443, 34997, 34476, 65537, 53274, 28025]",34476,0b1000011010101100,7,0.02
"[79, 457, 36103, 35568, 3, 1, 47424]",35568,0b1000101011110000,7,0.02
"[79, 491, 38789, 38220, 3, 1, 50960]",38220,0b1001010101001100,7,0.02
"[79, 491, 38789, 38220, 5, 1, 45864]",38220,0b1001010101001100,7,0.02
"[79, 491, 38789, 38220, 17, 4, 8993]",38220,0b1001010101001100,7,0.02
"[79, 491, 38789, 38220, 257, 169, 25133]",38220,0b1001010101001100,7,0.02
"[79, 491, 38789, 38220, 65537, 24783, 14453]",38220,0b1001010101001100,7,0.02
"[83, 293, 24319, 23944, 3, 2, 15963]",23944,0b101110110001000,7,0.02
"[83, 311, 25813, 25420, 3, 2, 16947]",25420,0b110001101001100,7,0.02
"[83, 311, 25813, 25420, 5, 1, 30504]",25420,0b110001101001100,7,0.02
"[83, 311, 25813, 25420, 17, 10, 14953]",25420,0b110001101001100,7,0.02
"[83, 311, 25813, 25420, 257, 190, 18793]",25420,0b110001101001100,7,0.02
"[83, 311, 25813, 25420, 65537, 10604, 4113]",25420,0b110001101001100,7,0.02
"[83, 317, 26311, 25912, 3, 2, 17275]",25912,0b110010100111000,7,0.02
"[83, 337, 27971, 27552, 3, 1, 36736]",27552,0b110101110100000,7,0.02
"[83, 379, 31457, 30996, 3, 1, 41328]",30996,0b111100100010100,7,0.02
"[83, 379, 31457, 30996, 5, 4, 24797]",30996,0b111100100010100,7,0.02
"[83, 379, 31457, 30996, 17, 10, 18233]",30996,0b111100100010100,7,0.02
"[83, 379, 31457, 30996, 257, 28, 3377]",30996,0b111100100010100,7,0.02
"[83, 379, 31457, 30996, 65537, 721, 341]",30996,0b111100100010100,7,0.02
"[83, 389, 32287, 31816, 3, 2, 21211]",31816,0b111110001001000,7,0.02
"[83, 419, 34777, 34276, 3, 2, 22851]",34276,0b1000010111100100,7,0.02
"[83, 419, 34777, 34276, 5, 4, 27421]",34276,0b1000010111100100,7,0.02
"[83, 419, 34777, 34276, 17, 4, 8065]",34276,0b1000010111100100,7,0.02
"[83, 419, 34777, 34276, 257, 211, 28141]",34276,0b1000010111100100,7,0.02
"[83, 419, 34777, 34276, 65537, 49256, 25761]",34276,0b1000010111100100,7,0.02
"[83, 443, 36769, 36244, 3, 2, 24163]",36244,0b1000110110010100,7,0.02
"[83, 443, 36769, 36244, 5, 1, 7249]",36244,0b1000110110010100,7,0.02
"[83, 443, 36769, 36244, 17, 1, 38376]",36244,0b1000110110010100,7,0.02
"[83, 443, 36769, 36244, 257, 110, 15513]",36244,0b1000110110010100,7,0.02
"[83, 443, 36769, 36244, 65537, 18706, 10345]",36244,0b1000110110010100,7,0.02
"[83, 461, 38263, 37720, 3, 2, 25147]",37720,0b1001001101011000,7,0.02
"[83, 479, 39757, 39196, 3, 2, 26131]",39196,0b1001100100011100,7,0.02
"[83, 479, 39757, 39196, 5, 4, 31357]",39196,0b1001100100011100,7,0.02
"[83, 479, 39757, 39196, 17, 3, 6917]",39196,0b1001100100011100,7,0.02
"[83, 479, 39757, 39196, 257, 220, 33553]",39196,0b1001100100011100,7,0.02
"[83, 479, 39757, 39196, 65537, 50477, 30189]",39196,0b1001100100011100,7,0.02
"[89, 271, 24119, 23760, 3, 1, 31680]",23760,0b101110011010000,7,0.02
"[89, 331, 29459, 29040, 3, 1, 38720]",29040,0b111000101110000,7,0.02
"[89, 359, 31951, 31504, 3, 2, 21003]",31504,0b111101100010000,7,0.02
"[89, 431, 38359, 37840, 3, 2, 25227]",37840,0b1001001111010000,7,0.02
"[97, 251, 24347, 24000, 3, 1, 32000]",24000,0b101110111000000,7,0.02
"[97, 499, 48403, 47808, 5, 3, 28685]",47808,0b1011101011000000,7,0.02
"[101, 241, 24341, 24000, 3, 1, 32000]",24000,0b101110111000000,7,0.02
"[101, 263, 26563, 26200, 3, 2, 17467]",26200,0b110011001011000,7,0.02
"[101, 281, 28381, 28000, 3, 2, 18667]",28000,0b110110101100000,7,0.02
"[101, 283, 28583, 28200, 3, 1, 37600]",28200,0b110111000101000,7,0.02
"[101, 311, 31411, 31000, 3, 2, 20667]",31000,0b111100100011000,7,0.02
"[101, 379, 38279, 37800, 3, 1, 50400]",37800,0b1001001110101000,7,0.02
"[101, 383, 38683, 38200, 3, 2, 25467]",38200,0b1001010100111000,7,0.02
"[101, 389, 39289, 38800, 3, 2, 25867]",38800,0b1001011110010000,7,0.02
"[103, 269, 27707, 27336, 3, 1, 36448]",27336,0b110101011001000,7,0.02
"[103, 283, 29149, 28764, 3, 1, 38352]",28764,0b111000001011100,7,0.02
"[103, 283, 29149, 28764, 5, 1, 5753]",28764,0b111000001011100,7,0.02
"[103, 283, 29149, 28764, 17, 1, 30456]",28764,0b111000001011100,7,0.02
"[103, 283, 29149, 28764, 257, 90, 10073]",28764,0b111000001011100,7,0.02
"[103, 283, 29149, 28764, 65537, 52698, 23129]",28764,0b111000001011100,7,0.02
"[103, 293, 30179, 29784, 3, 1, 39712]",29784,0b111010001011000,7,0.02
"[103, 313, 32239, 31824, 3, 1, 42432]",31824,0b111110001010000,7,0.02
"[103, 359, 36977, 36516, 3, 1, 48688]",36516,0b1000111010100100,7,0.02
"[103, 359, 36977, 36516, 5, 4, 29213]",36516,0b1000111010100100,7,0.02
"[103, 359, 36977, 36516, 17, 1, 38664]",36516,0b1000111010100100,7,0.02
"[103, 359, 36977, 36516, 257, 35, 4973]",36516,0b1000111010100100,7,0.02
"[103, 359, 36977, 36516, 65537, 45172, 25169]",36516,0b1000111010100100,7,0.02
"[103, 367, 37801, 37332, 3, 1, 49776]",37332,0b1001000111010100,7,0.02
"[103, 367, 37801, 37332, 5, 2, 14933]",37332,0b1001000111010100,7,0.02
"[103, 367, 37801, 37332, 17, 1, 39528]",37332,0b1001000111010100,7,0.02
"[103, 367, 37801, 37332, 257, 23, 3341]",37332,0b1001000111010100,7,0.02
"[103, 367, 37801, 37332, 65537, 39529, 22517]",37332,0b1001000111010100,7,0.02
"[103, 509, 52427, 51816, 5, 4, 41453]",51816,0b1100101001101000,7,0.02
"[103, 509, 52427, 51816, 17, 1, 54864]",51816,0b1100101001101000,7,0.02
"[103, 509, 52427, 51816, 257, 139, 28025]",51816,0b1100101001101000,7,0.02
"[103, 509, 52427, 51816, 65537, 8096, 6401]",51816,0b1100101001101000,7,0.02
"[107, 251, 26857, 26500, 3, 2, 17667]",26500,0b110011110000100,7,0.02
"[107, 251, 26857, 26500, 5, 1, 31800]",26500,0b110011110000100,7,0.02
"[107, 251, 26857, 26500, 17, 6, 9353]",26500,0b110011110000100,7,0.02
"[107, 251, 26857, 26500, 257, 62, 6393]",26500,0b110011110000100,7,0.02
"[107, 251, 26857, 26500, 65537, 33320, 13473]",26500,0b110011110000100,7,0.02
"[107, 283, 30281, 29892, 3, 1, 39856]",29892,0b111010011000100,7,0.02
"[107, 283, 30281, 29892, 5, 2, 11957]",29892,0b111010011000100,7,0.02
"[107, 283, 30281, 29892, 17, 14, 24617]",29892,0b111010011000100,7,0.02
"[107, 283, 30281, 29892, 257, 106, 12329]",29892,0b111010011000100,7,0.02
"[107, 283, 30281, 29892, 65537, 27215, 12413]",29892,0b111010011000100,7,0.02
"[107, 347, 37129, 36676, 3, 2, 24451]",36676,0b1000111101000100,7,0.02
"[107, 347, 37129, 36676, 5, 4, 29341]",36676,0b1000111101000100,7,0.02
"[107, 347, 37129, 36676, 17, 12, 25889]",36676,0b1000111101000100,7,0.02
"[107, 347, 37129, 36676, 257, 24, 3425]",36676,0b1000111101000100,7,0.02
"[107, 347, 37129, 36676, 65537, 13468, 7537]",36676,0b1000111101000100,7,0.02
"[107, 359, 38413, 37948, 3, 2, 25299]",37948,0b1001010000111100,7,0.02
"[107, 359, 38413, 37948, 5, 3, 22769]",37948,0b1001010000111100,7,0.02
"[107, 359, 38413, 37948, 17, 4, 8929]",37948,0b1001010000111100,7,0.02
"[107, 359, 38413, 37948, 257, 184, 27169]",37948,0b1001010000111100,7,0.02
"[107, 359, 38413, 37948, 65537, 19973, 11565]",37948,0b1001010000111100,7,0.02
"[107, 509, 54463, 53848, 5, 3, 32309]",53848,0b1101001001011000,7,0.02
"[107, 509, 54463, 53848, 17, 15, 47513]",53848,0b1101001001011000,7,0.02
"[107, 509, 54463, 53848, 257, 158, 33105]",53848,0b1101001001011000,7,0.02
"[107, 509, 54463, 53848, 65537, 47360, 38913]",53848,0b1101001001011000,7,0.02
"[109, 263, 28667, 28296, 3, 1, 37728]",28296,0b110111010001000,7,0.02
"[109, 277, 30193, 29808, 3, 1, 39744]",29808,0b111010001110000,7,0.02
"[109, 331, 36079, 35640, 3, 1, 47520]",35640,0b1000101100111000,7,0.02
"[109, 463, 50467, 49896, 5, 4, 39917]",49896,0b1100001011101000,7,0.02
"[109, 463, 50467, 49896, 17, 16, 46961]",49896,0b1100001011101000,7,0.02
"[109, 463, 50467, 49896, 257, 142, 27569]",49896,0b1100001011101000,7,0.02
"[109, 463, 50467, 49896, 65537, 59034, 44945]",49896,0b1100001011101000,7,0.02
"[109, 479, 52211, 51624, 5, 1, 10325]",51624,0b1100100110101000,7,0.02
"[109, 479, 52211, 51624, 17, 7, 21257]",51624,0b1100100110101000,7,0.02
"[109, 479, 52211, 51624, 257, 148, 29729]",51624,0b1100100110101000,7,0.02
"[109, 479, 52211, 51624, 65537, 24975, 19673]",51624,0b1100100110101000,7,0.02
"[113, 251, 28363, 28000, 3, 2, 18667]",28000,0b110110101100000,7,0.02
"[113, 347, 39211, 38752, 3, 2, 25835]",38752,0b1001011101100000,7,0.02
"[113, 491, 55483, 54880, 5, 1, 65856]",54880,0b1101011001100000,7,0.02
"[127, 191, 24257, 23940, 3, 1, 31920]",23940,0b101110110000100,7,0.02
"[127, 191, 24257, 23940, 5, 1, 28728]",23940,0b101110110000100,7,0.02
"[127, 191, 24257, 23940, 17, 4, 5633]",23940,0b101110110000100,7,0.02
"[127, 191, 24257, 23940, 257, 112, 10433]",23940,0b101110110000100,7,0.02
"[127, 191, 24257, 23940, 65537, 8522, 3113]",23940,0b101110110000100,7,0.02
"[127, 199, 25273, 24948, 3, 1, 33264]",24948,0b110000101110100,7,0.02
"[127, 199, 25273, 24948, 5, 3, 14969]",24948,0b110000101110100,7,0.02
"[127, 199, 25273, 24948, 17, 15, 22013]",24948,0b110000101110100,7,0.02
"[127, 199, 25273, 24948, 257, 27, 2621]",24948,0b110000101110100,7,0.02
"[127, 199, 25273, 24948, 65537, 52531, 19997]",24948,0b110000101110100,7,0.02
"[127, 223, 28321, 27972, 3, 1, 37296]",27972,0b110110101000100,7,0.02
"[127, 223, 28321, 27972, 5, 2, 11189]",27972,0b110110101000100,7,0.02
"[127, 223, 28321, 27972, 17, 12, 19745]",27972,0b110110101000100,7,0.02
"[127, 223, 28321, 27972, 257, 163, 17741]",27972,0b110110101000100,7,0.02
"[127, 223, 28321, 27972, 65537, 27368, 11681]",27972,0b110110101000100,7,0.02
"[127, 239, 30353, 29988, 3, 1, 39984]",29988,0b111010100100100,7,0.02
"[127, 239, 30353, 29988, 5, 3, 17993]",29988,0b111010100100100,7,0.02
"[127, 239, 30353, 29988, 17, 1, 31752]",29988,0b111010100100100,7,0.02
"[127, 239, 30353, 29988, 257, 165, 19253]",29988,0b111010100100100,7,0.02
"[127, 239, 30353, 29988, 65537, 58572, 26801]",29988,0b111010100100100,7,0.02
"[127, 269, 34163, 33768, 3, 1, 45024]",33768,0b1000001111101000,7,0.02
"[127, 283, 35941, 35532, 3, 1, 47376]",35532,0b1000101011001100,7,0.02
"[127, 283, 35941, 35532, 5, 2, 14213]",35532,0b1000101011001100,7,0.02
"[127, 283, 35941, 35532, 17, 8, 16721]",35532,0b1000101011001100,7,0.02
"[127, 283, 35941, 35532, 257, 183, 25301]",35532,0b1000101011001100,7,0.02
"[127, 283, 35941, 35532, 65537, 14573, 7901]",35532,0b1000101011001100,7,0.02
"[127, 397, 50419, 49896, 5, 4, 39917]",49896,0b1100001011101000,7,0.02
"[127, 397, 50419, 49896, 17, 16, 46961]",49896,0b1100001011101000,7,0.02
"[127, 397, 50419, 49896, 257, 142, 27569]",49896,0b1100001011101000,7,0.02
"[127, 397, 50419, 49896, 65537, 59034, 44945]",49896,0b1100001011101000,7,0.02
"[127, 461, 58547, 57960, 5, 1, 69552]",57960,0b1110001001101000,7,0.02
"[127, 461, 58547, 57960, 17, 12, 40913]",57960,0b1110001001101000,7,0.02
"[127, 461, 58547, 57960, 257, 158, 35633]",57960,0b1110001001101000,7,0.02
"[127, 461, 58547, 57960, 65537, 23466, 20753]",57960,0b1110001001101000,7,0.02
"[127, 509, 64643, 64008, 5, 3, 38405]",64008,0b1111101000001000,7,0.02
"[127, 509, 64643, 64008, 17, 11, 41417]",64008,0b1111101000001000,7,0.02
"[127, 509, 64643, 64008, 257, 137, 34121]",64008,0b1111101000001000,7,0.02
"[127, 509, 64643, 64008, 65537, 37762, 36881]",64008,0b1111101000001000,7,0.02
"[131, 191, 25021, 24700, 3, 2, 16467]",24700,0b110000001111100,7,0.02
"[131, 191, 25021, 24700, 5, 1, 29640]",24700,0b110000001111100,7,0.02
"[131, 191, 25021, 24700, 17, 1, 1453]",24700,0b110000001111100,7,0.02
"[131, 191, 25021, 24700, 257, 156, 14993]",24700,0b110000001111100,7,0.02
"[131, 191, 25021, 24700, 65537, 5235, 1973]",24700,0b110000001111100,7,0.02
"[131, 211, 27641, 27300, 3, 1, 36400]",27300,0b110101010100100,7,0.02
"[131, 211, 27641, 27300, 5, 1, 32760]",27300,0b110101010100100,7,0.02
"[131, 211, 27641, 27300, 17, 9, 14453]",27300,0b110101010100100,7,0.02
"[131, 211, 27641, 27300, 257, 31, 3293]",27300,0b110101010100100,7,0.02
"[131, 211, 27641, 27300, 65537, 60911, 25373]",27300,0b110101010100100,7,0.02
"[131, 227, 29737, 29380, 3, 2, 19587]",29380,0b111001011000100,7,0.02
"[131, 227, 29737, 29380, 5, 1, 35256]",29380,0b111001011000100,7,0.02
"[131, 227, 29737, 29380, 17, 4, 6913]",29380,0b111001011000100,7,0.02
"[131, 227, 29737, 29380, 257, 47, 5373]",29380,0b111001011000100,7,0.02
"[131, 227, 29737, 29380, 65537, 6721, 3013]",29380,0b111001011000100,7,0.02
"[131, 421, 55151, 54600, 5, 1, 65520]",54600,0b1101010101001000,7,0.02
"[131, 421, 55151, 54600, 17, 13, 41753]",54600,0b1101010101001000,7,0.02
"[131, 421, 55151, 54600, 257, 144, 30593]",54600,0b1101010101001000,7,0.02
"[131, 421, 55151, 54600, 65537, 63224, 52673]",54600,0b1101010101001000,7,0.02
"[131, 509, 66679, 66040, 5, 1, 79248]",66040,0b10000000111111000,7,0.02
"[131, 509, 66679, 66040, 17, 7, 27193]",66040,0b10000000111111000,7,0.02
"[131, 509, 66679, 66040, 257, 200, 51393]",66040,0b10000000111111000,7,0.02
"[131, 509, 66679, 66040, 65537, 28534, 28753]",66040,0b10000000111111000,7,0.02
"[137, 179, 24523, 24208, 3, 2, 16139]",24208,0b101111010010000,7,0.02
"[137, 191, 26167, 25840, 3, 2, 17227]",25840,0b110010011110000,7,0.02
"[137, 233, 31921, 31552, 3, 2, 21035]",31552,0b111101101000000,7,0.02
"[137, 283, 38771, 38352, 3, 1, 51136]",38352,0b1001010111010000,7,0.02
"[137, 419, 57403, 56848, 5, 3, 34109]",56848,0b1101111000010000,7,0.02
"[137, 431, 59047, 58480, 5, 1, 70176]",58480,0b1110010001110000,7,0.02
"[137, 439, 60143, 59568, 5, 3, 35741]",59568,0b1110100010110000,7,0.02
"[139, 197, 27383, 27048, 3, 1, 36064]",27048,0b110100110101000,7,0.02
"[139, 211, 29329, 28980, 3, 1, 38640]",28980,0b111000100110100,7,0.02
"[139, 211, 29329, 28980, 5, 1, 34776]",28980,0b111000100110100,7,0.02
"[139, 211, 29329, 28980, 17, 7, 11933]",28980,0b111000100110100,7,0.02
"[139, 211, 29329, 28980, 257, 59, 6653]",28980,0b111000100110100,7,0.02
"[139, 211, 29329, 28980, 65537, 46932, 20753]",28980,0b111000100110100,7,0.02
"[139, 233, 32387, 32016, 3, 1, 42688]",32016,0b111110100010000,7,0.02
"[139, 421, 58519, 57960, 5, 1, 69552]",57960,0b1110001001101000,7,0.02
"[139, 421, 58519, 57960, 17, 12, 40913]",57960,0b1110001001101000,7,0.02
"[139, 421, 58519, 57960, 257, 158, 35633]",57960,0b1110001001101000,7,0.02
"[139, 421, 58519, 57960, 65537, 23466, 20753]",57960,0b1110001001101000,7,0.02
"[139, 433, 60187, 59616, 5, 4, 47693]",59616,0b1110100011100000,7,0.02
"[139, 509, 70751, 70104, 5, 1, 14021]",70104,0b10001000111011000,7,0.02
"[139, 509, 70751, 70104, 17, 13, 53609]",70104,0b10001000111011000,7,0.02
"[139, 509, 70751, 70104, 257, 248, 67649]",70104,0b10001000111011000,7,0.02
"[139, 509, 70751, 70104, 65537, 5984, 6401]",70104,0b10001000111011000,7,0.02
"[149, 173, 25777, 25456, 3, 2, 16971]",25456,0b110001101110000,7,0.02
"[149, 379, 56471, 55944, 5, 1, 11189]",55944,0b1101101010001000,7,0.02
"[149, 379, 56471, 55944, 17, 6, 19745]",55944,0b1101101010001000,7,0.02
"[149, 379, 56471, 55944, 257, 210, 45713]",55944,0b1101101010001000,7,0.02
"[149, 379, 56471, 55944, 65537, 13684, 11681]",55944,0b1101101010001000,7,0.02
"[149, 467, 69583, 68968, 5, 3, 41381]",68968,0b10000110101101000,7,0.02
"[149, 467, 69583, 68968, 17, 1, 4057]",68968,0b10000110101101000,7,0.02
"[149, 467, 69583, 68968, 257, 81, 21737]",68968,0b10000110101101000,7,0.02
"[149, 467, 69583, 68968, 65537, 52166, 54897]",68968,0b10000110101101000,7,0.02
"[149, 491, 73159, 72520, 5, 1, 87024]",72520,0b10001101101001000,7,0.02
"[149, 491, 73159, 72520, 17, 9, 38393]",72520,0b10001101101001000,7,0.02
"[149, 491, 73159, 72520, 257, 162, 45713]",72520,0b10001101101001000,7,0.02
"[149, 491, 73159, 72520, 65537, 40516, 44833]",72520,0b10001101101001000,7,0.02
"[151, 401, 60551, 60000, 5, 1, 72000]",60000,0b1110101001100000,7,0.02
"[151, 509, 76859, 76200, 5, 1, 91440]",76200,0b10010100110101000,7,0.02
"[151, 509, 76859, 76200, 17, 14, 62753]",76200,0b10010100110101000,7,0.02
"[151, 509, 76859, 76200, 257, 2, 593]",76200,0b10010100110101000,7,0.02
"[151, 509, 76859, 76200, 65537, 42206, 49073]",76200,0b10010100110101000,7,0.02
"[157, 163, 25591, 25272, 3, 1, 33696]",25272,0b110001010111000,7,0.02
"[157, 199, 31243, 30888, 3, 1, 41184]",30888,0b111100010101000,7,0.02
"[157, 227, 35639, 35256, 3, 1, 47008]",35256,0b1000100110111000,7,0.02
"[157, 229, 35953, 35568, 3, 1, 47424]",35568,0b1000101011110000,7,0.02
"[157, 359, 56363, 55848, 5, 3, 33509]",55848,0b1101101000101000,7,0.02
"[157, 359, 56363, 55848, 17, 11, 36137]",55848,0b1101101000101000,7,0.02
"[157, 359, 56363, 55848, 257, 13, 2825]",55848,0b1101101000101000,7,0.02
"[157, 359, 56363, 55848, 65537, 4329, 3689]",55848,0b1101101000101000,7,0.02
"[157, 383, 60131, 59592, 5, 2, 23837]",59592,0b1110100011001000,7,0.02
"[157, 383, 60131, 59592, 17, 12, 42065]",59592,0b1110100011001000,7,0.02
