"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage 
"[5, 17, 85, 64, 20717, 11977, 37]",85,64,20717,26.19
"[5, 17, 85, 64, 20719, 4856, 15]",85,64,20719,7.14
"[5, 17, 85, 64, 20731, 16520, 51]",85,64,20731,7.14
"[5, 17, 85, 64, 20743, 17826, 55]",85,64,20743,7.14
"[5, 17, 85, 64, 20747, 11346, 35]",85,64,20747,7.14
"[5, 17, 85, 64, 20749, 1621, 5]",85,64,20749,26.19
"[5, 17, 85, 64, 20753, 15889, 49]",85,64,20753,97.62
"[5, 17, 85, 64, 20759, 12650, 39]",85,64,20759,7.14
"[5, 17, 85, 64, 20771, 3570, 11]",85,64,20771,7.14
"[5, 17, 85, 64, 20773, 14606, 45]",85,64,20773,26.19
"[5, 17, 85, 64, 20789, 9420, 29]",85,64,20789,26.19
"[5, 17, 85, 64, 20807, 17881, 55]",85,64,20807,7.14
"[5, 17, 85, 64, 20809, 18533, 57]",85,64,20809,50.0
"[5, 17, 85, 64, 20849, 5538, 17]",85,64,20849,97.62
"[5, 17, 85, 64, 20857, 2933, 9]",85,64,20857,50.0
"[5, 17, 85, 64, 20873, 18590, 57]",85,64,20873,50.0
"[5, 17, 85, 64, 20879, 15333, 47]",85,64,20879,7.14
"[5, 17, 85, 64, 20887, 12728, 39]",85,64,20887,7.14
"[5, 17, 85, 64, 20897, 10775, 33]",85,64,20897,97.62
"[5, 17, 85, 64, 20899, 3592, 11]",85,64,20899,7.14
"[5, 17, 85, 64, 20903, 7512, 23]",85,64,20903,7.14
"[5, 17, 85, 64, 20921, 2942, 9]",85,64,20921,50.0
"[5, 17, 85, 64, 20929, 327, 1]",85,64,20929,97.62
"[5, 17, 85, 64, 20939, 11451, 35]",85,64,20939,7.14
"[5, 17, 85, 64, 20947, 8837, 27]",85,64,20947,7.14
"[5, 17, 85, 64, 20959, 10152, 31]",85,64,20959,7.14
"[5, 17, 85, 64, 20963, 3603, 11]",85,64,20963,7.14
"[5, 17, 85, 64, 20981, 9507, 29]",85,64,20981,26.19
"[5, 17, 85, 64, 20983, 2295, 7]",85,64,20983,7.14
"[5, 17, 85, 64, 21001, 18704, 57]",85,64,21001,50.0
"[5, 17, 85, 64, 21011, 8864, 27]",85,64,21011,7.14
"[5, 17, 85, 64, 21013, 20028, 61]",85,64,21013,26.19
"[5, 17, 85, 64, 21017, 13464, 41]",85,64,21017,50.0
"[5, 17, 85, 64, 21019, 6240, 19]",85,64,21019,7.14
"[5, 17, 85, 64, 21023, 10183, 31]",85,64,21023,7.14
"[5, 17, 85, 64, 21031, 7558, 23]",85,64,21031,7.14
"[5, 17, 85, 64, 21059, 14149, 43]",85,64,21059,7.14
"[5, 17, 85, 64, 21061, 4278, 13]",85,64,21061,26.19
"[5, 17, 85, 64, 21067, 11521, 35]",85,64,21067,7.14
"[5, 17, 85, 64, 21089, 10874, 33]",85,64,21089,97.62
"[5, 17, 85, 64, 21101, 12199, 37]",85,64,21101,26.19
"[5, 17, 85, 64, 21107, 19458, 59]",85,64,21107,7.14
"[5, 17, 85, 64, 21121, 330, 1]",85,64,21121,97.62
"[5, 17, 85, 64, 21139, 8918, 27]",85,64,21139,7.14
"[5, 17, 85, 64, 21143, 12884, 39]",85,64,21143,7.14
"[5, 17, 85, 64, 21149, 17514, 53]",85,64,21149,26.19
"[5, 17, 85, 64, 21157, 14876, 45]",85,64,21157,26.19
"[5, 17, 85, 64, 21163, 992, 3]",85,64,21163,7.14
"[5, 17, 85, 64, 21169, 5623, 17]",85,64,21169,97.62
"[5, 17, 85, 64, 21179, 16877, 51]",85,64,21179,7.14
"[5, 17, 85, 64, 21187, 14235, 43]",85,64,21187,7.14
"[5, 17, 85, 64, 21191, 18211, 55]",85,64,21191,7.14
"[5, 17, 85, 64, 21193, 18875, 57]",85,64,21193,50.0
"[5, 17, 85, 64, 21211, 6297, 19]",85,64,21211,7.14
"[5, 17, 85, 64, 21221, 14921, 45]",85,64,21221,26.19
"[5, 17, 85, 64, 21227, 995, 3]",85,64,21227,7.14
"[5, 17, 85, 64, 21247, 20915, 63]",85,64,21247,7.14
"[5, 17, 85, 64, 21269, 20272, 61]",85,64,21269,26.19
"[5, 17, 85, 64, 21277, 17620, 53]",85,64,21277,26.19
"[5, 17, 85, 64, 21283, 3658, 11]",85,64,21283,7.14
"[5, 17, 85, 64, 21313, 333, 1]",85,64,21313,97.62
"[5, 17, 85, 64, 21317, 4330, 13]",85,64,21317,26.19
"[5, 17, 85, 64, 21319, 18321, 55]",85,64,21319,7.14
"[5, 17, 85, 64, 21323, 11661, 35]",85,64,21323,7.14
"[5, 17, 85, 64, 21341, 17673, 53]",85,64,21341,26.19
"[5, 17, 85, 64, 21347, 3669, 11]",85,64,21347,7.14
"[5, 17, 85, 64, 21377, 334, 1]",85,64,21377,97.62
"[5, 17, 85, 64, 21379, 14364, 43]",85,64,21379,7.14
"[5, 17, 85, 64, 21383, 18376, 55]",85,64,21383,7.14
"[5, 17, 85, 64, 21391, 15709, 47]",85,64,21391,7.14
"[5, 17, 85, 64, 21397, 20394, 61]",85,64,21397,26.19
"[5, 17, 85, 64, 21401, 13710, 41]",85,64,21401,50.0
"[5, 17, 85, 64, 21407, 10369, 31]",85,64,21407,7.14
"[5, 17, 85, 64, 21419, 1004, 3]",85,64,21419,7.14
"[5, 17, 85, 64, 21433, 3014, 9]",85,64,21433,50.0
"[5, 17, 85, 64, 21467, 6373, 19]",85,64,21467,7.14
"[5, 17, 85, 64, 21481, 8391, 25]",85,64,21481,50.0
"[5, 17, 85, 64, 21487, 5036, 15]",85,64,21487,7.14
"[5, 17, 85, 64, 21491, 19812, 59]",85,64,21491,7.14
"[5, 17, 85, 64, 21493, 9739, 29]",85,64,21493,26.19
"[5, 17, 85, 64, 21499, 17132, 51]",85,64,21499,7.14
"[5, 17, 85, 64, 21503, 21167, 63]",85,64,21503,7.14
"[5, 17, 85, 64, 21517, 1681, 5]",85,64,21517,26.19
"[5, 17, 85, 64, 21521, 16477, 49]",85,64,21521,97.62
"[5, 17, 85, 64, 21523, 9080, 27]",85,64,21523,7.14
"[5, 17, 85, 64, 21529, 13792, 41]",85,64,21529,50.0
"[5, 17, 85, 64, 21557, 9768, 29]",85,64,21557,26.19
"[5, 17, 85, 64, 21559, 2358, 7]",85,64,21559,7.14
"[5, 17, 85, 64, 21563, 17183, 51]",85,64,21563,7.14
"[5, 17, 85, 64, 21569, 337, 1]",85,64,21569,97.62
"[5, 17, 85, 64, 21577, 19217, 57]",85,64,21577,50.0
"[5, 17, 85, 64, 21587, 9107, 27]",85,64,21587,7.14
"[5, 17, 85, 64, 21589, 20577, 61]",85,64,21589,26.19
"[5, 17, 85, 64, 21599, 10462, 31]",85,64,21599,7.14
"[5, 17, 85, 64, 21601, 11138, 33]",85,64,21601,97.62
"[5, 17, 85, 64, 21611, 1013, 3]",85,64,21611,7.14
"[5, 17, 85, 64, 21613, 12495, 37]",85,64,21613,26.19
"[5, 17, 85, 64, 21617, 5742, 17]",85,64,21617,97.62
"[5, 17, 85, 64, 21647, 15897, 47]",85,64,21647,7.14
"[5, 17, 85, 64, 21649, 16575, 49]",85,64,21649,97.62
"[5, 17, 85, 64, 21661, 17938, 53]",85,64,21661,26.19
"[5, 17, 85, 64, 21673, 8466, 25]",85,64,21673,50.0
"[5, 17, 85, 64, 21683, 19989, 59]",85,64,21683,7.14
"[5, 17, 85, 64, 21701, 4408, 13]",85,64,21701,26.19
"[5, 17, 85, 64, 21713, 16624, 49]",85,64,21713,97.62
"[5, 17, 85, 64, 21727, 10524, 31]",85,64,21727,7.14
"[5, 17, 85, 64, 21737, 8491, 25]",85,64,21737,50.0
"[5, 17, 85, 64, 21739, 1019, 3]",85,64,21739,7.14
"[5, 17, 85, 64, 21751, 2379, 7]",85,64,21751,7.14
"[5, 17, 85, 64, 21757, 7139, 21]",85,64,21757,26.19
"[5, 17, 85, 64, 21767, 18706, 55]",85,64,21767,7.14
"[5, 17, 85, 64, 21773, 1701, 5]",85,64,21773,26.19
"[5, 17, 85, 64, 21787, 6468, 19]",85,64,21787,7.14
"[5, 17, 85, 64, 21799, 7834, 23]",85,64,21799,7.14
"[5, 17, 85, 64, 21803, 1022, 3]",85,64,21803,7.14
"[5, 17, 85, 64, 21817, 3068, 9]",85,64,21817,50.0
"[5, 17, 85, 64, 21821, 7160, 21]",85,64,21821,26.19
"[5, 17, 85, 64, 21839, 16038, 47]",85,64,21839,7.14
"[5, 17, 85, 64, 21841, 16722, 49]",85,64,21841,97.62
"[5, 17, 85, 64, 21851, 6487, 19]",85,64,21851,7.14
"[5, 17, 85, 64, 21859, 3757, 11]",85,64,21859,7.14
"[5, 17, 85, 64, 21863, 7857, 23]",85,64,21863,7.14
"[5, 17, 85, 64, 21871, 5126, 15]",85,64,21871,7.14
"[5, 17, 85, 64, 21881, 3077, 9]",85,64,21881,50.0
"[5, 17, 85, 64, 21893, 4447, 13]",85,64,21893,26.19
"[5, 17, 85, 64, 21911, 13352, 39]",85,64,21911,7.14
"[5, 17, 85, 64, 21929, 8566, 25]",85,64,21929,50.0
"[5, 17, 85, 64, 21937, 5827, 17]",85,64,21937,97.62
"[5, 17, 85, 64, 21943, 2400, 7]",85,64,21943,7.14
"[5, 17, 85, 64, 21961, 19559, 57]",85,64,21961,50.0
"[5, 17, 85, 64, 21977, 14079, 41]",85,64,21977,50.0
"[5, 17, 85, 64, 21991, 7903, 23]",85,64,21991,7.14
"[5, 17, 85, 64, 21997, 12717, 37]",85,64,21997,26.19
"[5, 17, 85, 64, 22003, 20284, 59]",85,64,22003,7.14
"[5, 17, 85, 64, 22013, 7223, 21]",85,64,22013,26.19
"[5, 17, 85, 64, 22027, 12046, 35]",85,64,22027,7.14
"[5, 17, 85, 64, 22031, 16179, 47]",85,64,22031,7.14
"[5, 17, 85, 64, 22037, 21004, 61]",85,64,22037,26.19
"[5, 17, 85, 64, 22039, 13430, 39]",85,64,22039,7.14
"[5, 17, 85, 64, 22051, 3790, 11]",85,64,22051,7.14
"[5, 17, 85, 64, 22063, 5171, 15]",85,64,22063,7.14
"[5, 17, 85, 64, 22067, 20343, 59]",85,64,22067,7.14
"[5, 17, 85, 64, 22073, 3104, 9]",85,64,22073,50.0
"[5, 17, 85, 64, 22079, 21734, 63]",85,64,22079,7.14
"[5, 17, 85, 64, 22091, 12081, 35]",85,64,22091,7.14
"[5, 17, 85, 64, 22093, 1726, 5]",85,64,22093,26.19
"[5, 17, 85, 64, 22109, 18309, 53]",85,64,22109,26.19
"[5, 17, 85, 64, 22111, 10710, 31]",85,64,22111,7.14
"[5, 17, 85, 64, 22123, 1037, 3]",85,64,22123,7.14
"[5, 17, 85, 64, 22129, 5878, 17]",85,64,22129,97.62
"[5, 17, 85, 64, 22133, 10029, 29]",85,64,22133,26.19
"[5, 17, 85, 64, 22147, 14880, 43]",85,64,22147,7.14
"[5, 17, 85, 64, 22153, 19730, 57]",85,64,22153,50.0
"[5, 17, 85, 64, 22157, 1731, 5]",85,64,22157,26.19
"[5, 17, 85, 64, 22159, 16273, 47]",85,64,22159,7.14
"[5, 17, 85, 64, 22171, 6582, 19]",85,64,22171,7.14
"[5, 17, 85, 64, 22189, 12828, 37]",85,64,22189,26.19
"[5, 17, 85, 64, 22193, 5895, 17]",85,64,22193,97.62
"[5, 17, 85, 64, 22229, 21187, 61]",85,64,22229,26.19
"[5, 17, 85, 64, 22247, 7995, 23]",85,64,22247,7.14
"[5, 17, 85, 64, 22259, 20520, 59]",85,64,22259,7.14
"[5, 17, 85, 64, 22271, 21923, 63]",85,64,22271,7.14
"[5, 17, 85, 64, 22273, 348, 1]",85,64,22273,97.62
"[5, 17, 85, 64, 22277, 4525, 13]",85,64,22277,26.19
"[5, 17, 85, 64, 22279, 19146, 55]",85,64,22279,7.14
"[5, 17, 85, 64, 22283, 12186, 35]",85,64,22283,7.14
"[5, 17, 85, 64, 22291, 9404, 27]",85,64,22291,7.14
"[5, 17, 85, 64, 22303, 10803, 31]",85,64,22303,7.14
"[5, 17, 85, 64, 22307, 3834, 11]",85,64,22307,7.14
"[5, 17, 85, 64, 22343, 19201, 55]",85,64,22343,7.14
"[5, 17, 85, 64, 22349, 1746, 5]",85,64,22349,26.19
"[5, 17, 85, 64, 22367, 10834, 31]",85,64,22367,7.14
"[5, 17, 85, 64, 22369, 11534, 33]",85,64,22369,97.62
"[5, 17, 85, 64, 22381, 12939, 37]",85,64,22381,26.19
"[5, 17, 85, 64, 22391, 2449, 7]",85,64,22391,7.14
"[5, 17, 85, 64, 22397, 7349, 21]",85,64,22397,26.19
"[5, 17, 85, 64, 22409, 19958, 57]",85,64,22409,50.0
"[5, 17, 85, 64, 22433, 11567, 33]",85,64,22433,97.62
"[5, 17, 85, 64, 22441, 8766, 25]",85,64,22441,50.0
"[5, 17, 85, 64, 22447, 5261, 15]",85,64,22447,7.14
"[5, 17, 85, 64, 22453, 10174, 29]",85,64,22453,26.19
"[5, 17, 85, 64, 22469, 4564, 13]",85,64,22469,26.19
"[5, 17, 85, 64, 22481, 17212, 49]",85,64,22481,97.62
"[5, 17, 85, 64, 22483, 9485, 27]",85,64,22483,7.14
"[5, 17, 85, 64, 22501, 15821, 45]",85,64,22501,26.19
"[5, 17, 85, 64, 22511, 5276, 15]",85,64,22511,7.14
"[5, 17, 85, 64, 22531, 15138, 43]",85,64,22531,7.14
"[5, 17, 85, 64, 22541, 1761, 5]",85,64,22541,26.19
"[5, 17, 85, 64, 22543, 16555, 47]",85,64,22543,7.14
"[5, 17, 85, 64, 22549, 21492, 61]",85,64,22549,26.19
"[5, 17, 85, 64, 22567, 8110, 23]",85,64,22567,7.14
"[5, 17, 85, 64, 22571, 1058, 3]",85,64,22571,7.14
"[5, 17, 85, 64, 22573, 13050, 37]",85,64,22573,26.19
"[5, 17, 85, 64, 22613, 21553, 61]",85,64,22613,26.19
"[5, 17, 85, 64, 22619, 6715, 19]",85,64,22619,7.14
"[5, 17, 85, 64, 22621, 18733, 53]",85,64,22621,26.19
"[5, 17, 85, 64, 22637, 13087, 37]",85,64,22637,26.19
"[5, 17, 85, 64, 22639, 5306, 15]",85,64,22639,7.14
"[5, 17, 85, 64, 22643, 20874, 59]",85,64,22643,7.14
"[5, 17, 85, 64, 22651, 18050, 51]",85,64,22651,7.14
"[5, 17, 85, 64, 22669, 1771, 5]",85,64,22669,26.19
"[5, 17, 85, 64, 22679, 13820, 39]",85,64,22679,7.14
"[5, 17, 85, 64, 22691, 3900, 11]",85,64,22691,7.14
"[5, 17, 85, 64, 22697, 8866, 25]",85,64,22697,50.0
"[5, 17, 85, 64, 22699, 1064, 3]",85,64,22699,7.14
"[5, 17, 85, 64, 22709, 10290, 29]",85,64,22709,26.19
"[5, 17, 85, 64, 22717, 7454, 21]",85,64,22717,26.19
"[5, 17, 85, 64, 22721, 355, 1]",85,64,22721,97.62
"[5, 17, 85, 64, 22727, 19531, 55]",85,64,22727,7.14
"[5, 17, 85, 64, 22739, 9593, 27]",85,64,22739,7.14
"[5, 17, 85, 64, 22741, 21675, 61]",85,64,22741,26.19
"[5, 17, 85, 64, 22751, 11020, 31]",85,64,22751,7.14
"[5, 17, 85, 64, 22769, 6048, 17]",85,64,22769,97.62
"[5, 17, 85, 64, 22777, 3203, 9]",85,64,22777,50.0
"[5, 17, 85, 64, 22783, 22427, 63]",85,64,22783,7.14
"[5, 17, 85, 64, 22787, 15310, 43]",85,64,22787,7.14
"[5, 17, 85, 64, 22807, 13898, 39]",85,64,22807,7.14
"[5, 17, 85, 64, 22811, 6772, 19]",85,64,22811,7.14
"[5, 17, 85, 64, 22817, 11765, 33]",85,64,22817,97.62
"[5, 17, 85, 64, 22853, 4642, 13]",85,64,22853,26.19
"[5, 17, 85, 64, 22859, 12501, 35]",85,64,22859,7.14
"[5, 17, 85, 64, 22861, 1786, 5]",85,64,22861,26.19
"[5, 17, 85, 64, 22871, 13937, 39]",85,64,22871,7.14
"[5, 17, 85, 64, 22877, 18945, 53]",85,64,22877,26.19
"[5, 17, 85, 64, 22901, 10377, 29]",85,64,22901,26.19
"[5, 17, 85, 64, 22907, 18254, 51]",85,64,22907,7.14
"[5, 17, 85, 64, 22921, 20414, 57]",85,64,22921,50.0
"[5, 17, 85, 64, 22937, 14694, 41]",85,64,22937,50.0
"[5, 17, 85, 64, 22943, 11113, 31]",85,64,22943,7.14
"[5, 17, 85, 64, 22961, 6099, 17]",85,64,22961,97.62
"[5, 17, 85, 64, 22963, 21169, 59]",85,64,22963,7.14
"[5, 17, 85, 64, 22973, 7538, 21]",85,64,22973,26.19
"[5, 17, 85, 64, 22993, 17604, 49]",85,64,22993,97.62
"[5, 17, 85, 64, 23003, 6829, 19]",85,64,23003,7.14
"[5, 17, 85, 64, 23011, 3955, 11]",85,64,23011,7.14
"[5, 17, 85, 64, 23017, 8991, 25]",85,64,23017,50.0
"[5, 17, 85, 64, 23021, 13309, 37]",85,64,23021,26.19
"[5, 17, 85, 64, 23027, 21228, 59]",85,64,23027,7.14
"[5, 17, 85, 64, 23029, 10435, 29]",85,64,23029,26.19
"[5, 17, 85, 64, 23039, 22679, 63]",85,64,23039,7.14
"[5, 17, 85, 64, 23041, 360, 1]",85,64,23041,97.62
"[5, 17, 85, 64, 23053, 1801, 5]",85,64,23053,26.19
"[5, 17, 85, 64, 23057, 17653, 49]",85,64,23057,97.62
"[5, 17, 85, 64, 23059, 9728, 27]",85,64,23059,7.14
"[5, 17, 85, 64, 23063, 14054, 39]",85,64,23063,7.14
"[5, 17, 85, 64, 23071, 11175, 31]",85,64,23071,7.14
"[5, 17, 85, 64, 23081, 9016, 25]",85,64,23081,50.0
"[5, 17, 85, 64, 23087, 5411, 15]",85,64,23087,7.14
"[5, 17, 85, 64, 23099, 18407, 51]",85,64,23099,7.14
"[5, 17, 85, 64, 23117, 1806, 5]",85,64,23117,26.19
"[5, 17, 85, 64, 23131, 6867, 19]",85,64,23131,7.14
"[5, 17, 85, 64, 23143, 8317, 23]",85,64,23143,7.14
"[5, 17, 85, 64, 23159, 2533, 7]",85,64,23159,7.14
"[5, 17, 85, 64, 23167, 22805, 63]",85,64,23167,7.14
"[5, 17, 85, 64, 23173, 4707, 13]",85,64,23173,26.19
"[5, 17, 85, 64, 23189, 22102, 61]",85,64,23189,26.19
"[5, 17, 85, 64, 23197, 19210, 53]",85,64,23197,26.19
"[5, 17, 85, 64, 23201, 11963, 33]",85,64,23201,97.62
"[5, 17, 85, 64, 23203, 3988, 11]",85,64,23203,7.14
"[5, 17, 85, 64, 23209, 9066, 25]",85,64,23209,50.0
"[5, 17, 85, 64, 23227, 18509, 51]",85,64,23227,7.14
"[5, 17, 85, 64, 23251, 9809, 27]",85,64,23251,7.14
"[5, 17, 85, 64, 23269, 16361, 45]",85,64,23269,26.19
"[5, 17, 85, 64, 23279, 5456, 15]",85,64,23279,7.14
"[5, 17, 85, 64, 23291, 18560, 51]",85,64,23291,7.14
"[5, 17, 85, 64, 23293, 7643, 21]",85,64,23293,26.19
"[5, 17, 85, 64, 23297, 364, 1]",85,64,23297,97.62
"[5, 17, 85, 64, 23311, 17119, 47]",85,64,23311,7.14
"[5, 17, 85, 64, 23321, 14940, 41]",85,64,23321,50.0
"[5, 17, 85, 64, 23327, 11299, 31]",85,64,23327,7.14
"[5, 17, 85, 64, 23333, 16406, 45]",85,64,23333,26.19
"[5, 17, 85, 64, 23339, 1094, 3]",85,64,23339,7.14
"[5, 17, 85, 64, 23357, 7664, 21]",85,64,23357,26.19
"[5, 17, 85, 64, 23369, 20813, 57]",85,64,23369,50.0
"[5, 17, 85, 64, 23371, 12781, 35]",85,64,23371,7.14
"[5, 17, 85, 64, 23399, 8409, 23]",85,64,23399,7.14
"[5, 17, 85, 64, 23417, 3293, 9]",85,64,23417,50.0
"[5, 17, 85, 64, 23431, 20136, 55]",85,64,23431,7.14
"[5, 17, 85, 64, 23447, 14288, 39]",85,64,23447,7.14
"[5, 17, 85, 64, 23459, 4032, 11]",85,64,23459,7.14
"[5, 17, 85, 64, 23473, 6235, 17]",85,64,23473,97.62
"[5, 17, 85, 64, 23497, 20927, 57]",85,64,23497,50.0
"[5, 17, 85, 64, 23509, 22407, 61]",85,64,23509,26.19
"[5, 17, 85, 64, 23531, 1103, 3]",85,64,23531,7.14
"[5, 17, 85, 64, 23537, 6252, 17]",85,64,23537,97.62
"[5, 17, 85, 64, 23539, 21700, 59]",85,64,23539,7.14
"[5, 17, 85, 64, 23549, 7727, 21]",85,64,23549,26.19
"[5, 17, 85, 64, 23557, 4785, 13]",85,64,23557,26.19
"[5, 17, 85, 64, 23561, 20984, 57]",85,64,23561,50.0
"[5, 17, 85, 64, 23563, 12886, 35]",85,64,23563,7.14
"[5, 17, 85, 64, 23567, 17307, 47]",85,64,23567,7.14
"[5, 17, 85, 64, 23581, 19528, 53]",85,64,23581,26.19
"[5, 17, 85, 64, 23593, 9216, 25]",85,64,23593,50.0
"[5, 17, 85, 64, 23599, 5531, 15]",85,64,23599,7.14
"[5, 17, 85, 64, 23603, 21759, 59]",85,64,23603,7.14
"[5, 17, 85, 64, 23609, 3320, 9]",85,64,23609,50.0
"[5, 17, 85, 64, 23623, 20301, 55]",85,64,23623,7.14
"[5, 17, 85, 64, 23627, 12921, 35]",85,64,23627,7.14
"[5, 17, 85, 64, 23629, 1846, 5]",85,64,23629,26.19
"[5, 17, 85, 64, 23633, 18094, 49]",85,64,23633,97.62
"[5, 17, 85, 64, 23663, 5546, 15]",85,64,23663,7.14
"[5, 17, 85, 64, 23669, 10725, 29]",85,64,23669,26.19
"[5, 17, 85, 64, 23671, 2589, 7]",85,64,23671,7.14
"[5, 17, 85, 64, 23677, 7769, 21]",85,64,23677,26.19
"[5, 17, 85, 64, 23687, 20356, 55]",85,64,23687,7.14
"[5, 17, 85, 64, 23689, 21098, 57]",85,64,23689,50.0
"[5, 17, 85, 64, 23719, 8524, 23]",85,64,23719,7.14
"[5, 17, 85, 64, 23741, 7790, 21]",85,64,23741,26.19
"[5, 17, 85, 64, 23743, 23372, 63]",85,64,23743,7.14
"[5, 17, 85, 64, 23747, 15955, 43]",85,64,23747,7.14
"[5, 17, 85, 64, 23753, 21155, 57]",85,64,23753,50.0
"[5, 17, 85, 64, 23761, 18192, 49]",85,64,23761,97.62
"[5, 17, 85, 64, 23767, 14483, 39]",85,64,23767,7.14
"[5, 17, 85, 64, 23773, 19687, 53]",85,64,23773,26.19
"[5, 17, 85, 64, 23789, 13753, 37]",85,64,23789,26.19
"[5, 17, 85, 64, 23801, 3347, 9]",85,64,23801,50.0
"[5, 17, 85, 64, 23813, 4837, 13]",85,64,23813,26.19
"[5, 17, 85, 64, 23819, 13026, 35]",85,64,23819,7.14
"[5, 17, 85, 64, 23827, 10052, 27]",85,64,23827,7.14
"[5, 17, 85, 64, 23831, 14522, 39]",85,64,23831,7.14
"[5, 17, 85, 64, 23833, 15268, 41]",85,64,23833,50.0
"[5, 17, 85, 64, 23857, 6337, 17]",85,64,23857,97.62
"[5, 17, 85, 64, 23869, 7832, 21]",85,64,23869,26.19
"[5, 17, 85, 64, 23873, 373, 1]",85,64,23873,97.62
"[5, 17, 85, 64, 23879, 20521, 55]",85,64,23879,7.14
"[5, 17, 85, 64, 23887, 17542, 47]",85,64,23887,7.14
"[5, 17, 85, 64, 23893, 22773, 61]",85,64,23893,26.19
"[5, 17, 85, 64, 23899, 7095, 19]",85,64,23899,7.14
"[5, 17, 85, 64, 23909, 16811, 45]",85,64,23909,26.19
"[5, 17, 85, 64, 23911, 8593, 23]",85,64,23911,7.14
"[5, 17, 85, 64, 23917, 13827, 37]",85,64,23917,26.19
"[5, 17, 85, 64, 23929, 3365, 9]",85,64,23929,50.0
"[5, 17, 85, 64, 23957, 22834, 61]",85,64,23957,26.19
"[5, 17, 85, 64, 23971, 4120, 11]",85,64,23971,7.14
"[5, 17, 85, 64, 23977, 9366, 25]",85,64,23977,50.0
"[5, 17, 85, 64, 23981, 13864, 37]",85,64,23981,26.19
"[5, 17, 85, 64, 23993, 3374, 9]",85,64,23993,50.0
"[5, 17, 85, 64, 24001, 375, 1]",85,64,24001,97.62
"[5, 17, 85, 64, 24007, 20631, 55]",85,64,24007,7.14
"[5, 17, 85, 64, 24019, 10133, 27]",85,64,24019,7.14
"[5, 17, 85, 64, 24023, 14639, 39]",85,64,24023,7.14
"[5, 17, 85, 64, 24029, 19899, 53]",85,64,24029,26.19
"[5, 17, 85, 64, 24043, 1127, 3]",85,64,24043,7.14
"[5, 17, 85, 64, 24049, 6388, 17]",85,64,24049,97.62
"[5, 17, 85, 64, 24061, 7895, 21]",85,64,24061,26.19
"[5, 17, 85, 64, 24071, 20686, 55]",85,64,24071,7.14
"[5, 17, 85, 64, 24077, 1881, 5]",85,64,24077,26.19
"[5, 17, 85, 64, 24083, 10160, 27]",85,64,24083,7.14
"[5, 17, 85, 64, 24091, 7152, 19]",85,64,24091,7.14
"[5, 17, 85, 64, 24097, 12425, 33]",85,64,24097,97.62
"[5, 17, 85, 64, 24103, 8662, 23]",85,64,24103,7.14
"[5, 17, 85, 64, 24107, 1130, 3]",85,64,24107,7.14
"[5, 17, 85, 64, 24109, 13938, 37]",85,64,24109,26.19
"[5, 17, 85, 64, 24113, 6405, 17]",85,64,24113,97.62
"[5, 17, 85, 64, 24121, 3392, 9]",85,64,24121,50.0
"[5, 17, 85, 64, 24133, 4902, 13]",85,64,24133,26.19
"[5, 17, 85, 64, 24137, 21497, 57]",85,64,24137,50.0
"[5, 17, 85, 64, 24151, 14717, 39]",85,64,24151,7.14
"[5, 17, 85, 64, 24169, 9441, 25]",85,64,24169,50.0
"[5, 17, 85, 64, 24179, 22290, 59]",85,64,24179,7.14
"[5, 17, 85, 64, 24181, 10957, 29]",85,64,24181,26.19
"[5, 17, 85, 64, 24197, 4915, 13]",85,64,24197,26.19
"[5, 17, 85, 64, 24203, 13236, 35]",85,64,24203,7.14
"[5, 17, 85, 64, 24223, 11733, 31]",85,64,24223,7.14
"[5, 17, 85, 64, 24229, 17036, 45]",85,64,24229,26.19
"[5, 17, 85, 64, 24239, 5681, 15]",85,64,24239,7.14
"[5, 17, 85, 64, 24247, 2652, 7]",85,64,24247,7.14
"[5, 17, 85, 64, 24251, 19325, 51]",85,64,24251,7.14
"[5, 17, 85, 64, 24281, 15555, 41]",85,64,24281,50.0
"[5, 17, 85, 64, 24317, 7979, 21]",85,64,24317,26.19
"[5, 17, 85, 64, 24329, 21668, 57]",85,64,24329,50.0
"[5, 17, 85, 64, 24337, 18633, 49]",85,64,24337,97.62
"[5, 17, 85, 64, 24359, 8754, 23]",85,64,24359,7.14
"[5, 17, 85, 64, 24371, 22467, 59]",85,64,24371,7.14
"[5, 17, 85, 64, 24373, 11044, 29]",85,64,24373,26.19
"[5, 17, 85, 64, 24379, 19427, 51]",85,64,24379,7.14
"[5, 17, 85, 64, 24391, 20961, 55]",85,64,24391,7.14
"[5, 17, 85, 64, 24407, 14873, 39]",85,64,24407,7.14
"[5, 17, 85, 64, 24413, 20217, 53]",85,64,24413,26.19
"[5, 17, 85, 64, 24419, 4197, 11]",85,64,24419,7.14
"[5, 17, 85, 64, 24421, 17171, 45]",85,64,24421,26.19
"[5, 17, 85, 64, 24439, 2673, 7]",85,64,24439,7.14
"[5, 17, 85, 64, 24443, 19478, 51]",85,64,24443,7.14
"[5, 17, 85, 64, 24469, 23322, 61]",85,64,24469,26.19
"[5, 17, 85, 64, 24473, 15678, 41]",85,64,24473,50.0
"[5, 17, 85, 64, 24481, 12623, 33]",85,64,24481,97.62
"[5, 17, 85, 64, 24499, 22585, 59]",85,64,24499,7.14
"[5, 17, 85, 64, 24509, 8042, 21]",85,64,24509,26.19
